City ID,city,Max Temp,Lat,Lng,Humidity,Cloudiness,Wind Speed,country,Date
144,marsh harbour,81.01,26.5412,-77.0636,80,6,11.18,BS,1655120130
145,aasiaat,31.33,68.7098,-52.8699,88,100,2.46,GL,1655120370
146,teya,62.1,60.3778,92.6267,91,78,4.12,RU,1655120371
147,strezhevoy,68.36,60.7333,77.5889,58,83,10.2,RU,1655120372
148,powell river,53.01,49.8496,-124.5361,86,21,8.9,CA,1655120373
149,hasaki,64.8,35.7333,140.8333,65,97,9.6,JP,1655120374
150,shibetsu,47.61,43.659,145.132,92,91,3.71,JP,1655120374
151,agadez,106.45,19.75,10.25,9,0,13.24,NE,1655120375
152,manama,100.58,26.2154,50.5832,41,0,8.05,BH,1655120376
153,yuanping,63.97,38.7153,112.7575,60,66,4.36,CN,1655120376
154,tucuma,78.98,-0.1833,-50.05,85,10,3.33,BR,1655120377
155,tilichiki,43.66,60.4667,166.1,77,99,1.12,RU,1655120378
156,sorland,49.86,67.667,12.6934,94,95,23.82,NO,1655120379
157,buraydah,109.85,26.326,43.975,6,0,5.26,SA,1655120379
158,amot,56.79,59.5714,7.9877,55,53,10.67,NO,1655120380
159,springdale,80.73,36.1867,-94.1288,81,0,11.5,US,1655120162
160,solnechnyy,60.24,50.7214,136.6319,76,62,5.41,RU,1655120381
161,grindavik,53.55,63.8424,-22.4338,100,100,19.57,IS,1655119975
162,cayenne,80.1,4.9333,-52.3333,1,100,2.3,GF,1655119805
163,kahului,75.85,20.8947,-156.47,85,0,20.71,US,1655120383
164,chlum u trebone,73.53,48.9623,14.928,71,59,12.93,CZ,1655120384
165,sao filipe,73.94,14.8961,-24.4956,76,19,6.76,CV,1655120385
166,yulin,76.69,22.6333,110.15,97,100,3.24,CN,1655120191
167,palazzolo acreide,80.2,37.0623,14.9035,25,2,9.91,IT,1655120386
168,stupino,71.11,54.9008,38.0708,72,76,8.37,RU,1655120387
169,teluk intan,86.02,4.0259,101.0213,85,94,3.18,MY,1655120387
170,opelousas,78.69,30.5335,-92.0815,100,0,4.61,US,1655120388
171,zabol,88.95,32.25,67.25,7,0,23.2,AF,1655120390
172,sistranda,51.76,63.7256,8.834,92,99,23.94,NO,1655120391
173,kavaratti,82.74,10.5669,72.642,73,95,18.81,IN,1655120391
174,birjand,99.07,32.8663,59.2211,6,40,11.5,IR,1655120392
175,nadym,59.99,65.5333,72.5167,61,80,24.87,RU,1655120393
176,zhigansk,54.55,66.7697,123.3711,74,42,9.22,RU,1655120395
177,pangody,68.25,65.85,74.4859,59,86,18.77,RU,1655120395
178,harlingen,80.94,26.1906,-97.6961,92,100,12.66,US,1655120372
179,whitehorse,43.57,60.7161,-135.0538,94,100,2.3,CA,1655119889
180,tabou,80.96,4.423,-7.3528,64,94,7.65,CI,1655120397
181,kindersley,51.82,51.4668,-109.1682,93,75,11.5,CA,1655120108
182,westlock,50.11,54.1502,-113.8688,71,80,5.97,CA,1655120399
183,ponta do sol,74.71,32.6667,-17.1,68,50,5.03,PT,1655120400
184,valdez,74.37,1.2492,-78.9831,90,100,4.16,EC,1655120401
185,san quintin,62.47,30.4833,-115.95,88,93,10.65,MX,1655120402
186,kuytun,75.34,54.3419,101.5036,55,99,2.8,RU,1655120402
187,bathsheba,83.01,13.2167,-59.5167,74,40,20.71,BB,1655120403
188,xining,65.86,36.6167,101.7667,33,0,4.61,CN,1655120404
189,black river,81.18,18.0264,-77.8487,69,100,10.38,JM,1655120405
190,tecoanapa,77.63,16.5167,-98.75,85,100,4.65,MX,1655120405
191,marshall,78.39,34.3834,-86.3333,92,0,0.0,US,1655120262
192,hay river,49.98,60.8156,-115.7999,81,40,2.3,CA,1655120407
193,tall kayf,87.19,37.0833,41.0667,27,40,13.8,TR,1655120408
194,millau,80.73,44.0833,2.9167,41,51,8.84,FR,1655120409
195,sovetskiy,55.71,61.3614,63.5842,59,100,10.2,RU,1655120410
196,balykshi,82.4,47.0667,51.8667,17,0,8.95,KZ,1655120410
197,abha,91.65,18.2164,42.5053,6,20,9.22,SA,1655119844
198,anchorage,53.64,61.2181,-149.9003,79,20,6.91,US,1655120307
199,hobyo,85.66,5.3505,48.5268,60,57,29.12,SO,1655119890
200,mindelo,76.55,16.8901,-24.9804,65,40,24.16,CV,1655120413
201,morag,58.32,53.9171,19.926,91,97,8.14,PL,1655120414
202,qui nhon,82.17,13.7667,109.2333,84,100,14.54,VN,1655120415
203,tayoltita,66.22,24.0833,-105.9333,94,36,1.86,MX,1655120416
204,aldama,75.36,22.9167,-98.0667,90,99,2.86,MX,1655120416
205,abashiri,48.49,44.0213,144.2697,100,75,3.44,JP,1655120417
206,lanivtsi,76.26,49.8633,26.0908,49,9,3.65,UA,1655120418
207,lethem,75.31,3.3803,-59.7968,88,92,2.33,GY,1655120419
208,brigantine,72.14,39.4101,-74.3646,96,20,0.0,US,1655120419
209,rancho palos verdes,66.42,33.7445,-118.387,93,88,5.01,US,1655120420
210,boksitogorsk,61.34,59.474,33.8485,82,100,6.62,RU,1655120421
211,cabo san lucas,83.5,22.8909,-109.9124,71,42,12.46,MX,1655120300
212,kilembe,76.03,0.2,30.0,50,48,6.04,UG,1655120423
213,taoudenni,104.94,22.6783,-3.9836,17,63,6.51,ML,1655120423
214,rabo de peixe,66.27,37.8,-25.5833,99,40,11.5,PT,1655120424
215,ikom,91.87,5.9667,8.7063,50,83,2.84,NG,1655120425
216,mehamn,46.31,71.0357,27.8492,87,75,19.57,NO,1655120426
217,yenagoa,86.31,4.9247,6.2642,64,98,6.31,NG,1655120426
218,mangrol,86.61,21.1167,70.1167,67,33,8.93,IN,1655120427
219,kahone,86.02,14.15,-16.0333,62,0,9.22,SN,1655120428
220,port-cartier,58.75,50.0334,-66.8654,79,100,13.62,CA,1655120264
221,dzhebariki-khaya,56.01,62.2167,135.8,77,100,4.07,RU,1655120429
222,pointe michel,77.29,15.25,-61.3833,70,4,12.97,DM,1655120430
223,meadow lake,73.13,34.8014,-106.5436,29,7,2.75,US,1655120431
224,bethalto,82.06,38.9092,-90.0407,95,0,5.75,US,1655120432
225,port blair,84.24,11.6667,92.75,79,40,9.22,IN,1655119977
226,svetlogorsk,73.6,52.6333,29.7333,43,33,6.69,BY,1655120433
227,aklavik,37.62,68.2191,-135.0107,90,100,4.81,CA,1655120434
228,sri aman,80.65,1.2376,111.4621,94,100,0.0,MY,1655120434
229,ponta delgada,67.5,37.7333,-25.6667,82,40,11.5,PT,1655120435
230,arman,44.02,59.7,150.1667,86,99,4.92,RU,1655120436
231,tura,79.66,25.5198,90.2201,94,100,3.29,IN,1655120438
232,marawi,69.67,7.9986,124.2928,93,100,2.17,PH,1655120438
233,mathbaria,87.3,22.2876,89.9593,73,64,14.9,BD,1655120439
234,ilulissat,32.02,69.2167,-51.1,93,75,6.91,GL,1655120440
235,huilong,71.92,31.8111,121.655,92,100,6.64,CN,1655120441
236,almaznyy,81.19,48.0448,40.045,39,0,11.39,RU,1655120441
237,sharjah,104.29,25.3573,55.4033,33,0,18.41,AE,1655120210
238,tommot,60.8,58.9564,126.2925,59,52,2.68,RU,1655120442
239,ximei,75.97,24.9639,118.3794,96,100,1.34,CN,1655120443
240,vernon,56.75,50.2581,-119.2691,80,100,1.14,CA,1655120365
241,lagoa,62.53,39.05,-27.9833,81,9,14.94,PT,1655120445
242,grand bank,51.98,47.0999,-55.765,78,79,8.14,CA,1655120446
243,sturgis,67.48,41.7992,-85.4192,92,0,6.91,US,1655120447
244,leverkusen,69.69,51.0333,7.0,53,70,11.86,DE,1655120447
245,berdigestyakh,54.05,62.0989,126.6992,76,45,2.57,RU,1655120448
246,tessalit,103.41,20.1986,1.0114,13,29,5.28,ML,1655120449
247,tomatlan,78.44,19.9333,-105.25,79,85,1.39,MX,1655120451
248,peterhead,61.45,57.5058,-1.7981,76,85,5.79,GB,1655120452
249,celestun,76.5,20.8667,-90.4,88,74,10.33,MX,1655120452
250,rikitea,72.91,-23.1203,-134.9692,65,22,8.68,PF,1655120453
251,saint-philippe,76.59,-21.3585,55.7679,79,95,15.17,RE,1655120454
252,lebu,46.2,-37.6167,-73.65,87,70,9.73,CL,1655120455
253,ushuaia,37.06,-54.8,-68.3,100,40,4.61,AR,1655120456
254,mataura,43.48,-46.1927,168.8643,88,90,10.69,NZ,1655120456
255,beira,77.09,-19.8436,34.8389,69,20,6.91,MZ,1655120457
256,kununurra,60.78,-15.7667,128.7333,51,15,0.0,AU,1655120458
257,bluff,43.81,-46.6,168.3333,80,93,34.76,NZ,1655120459
258,gamba,82.17,-2.65,10.0,63,40,10.71,GA,1655120460
259,busselton,59.11,-33.65,115.3333,76,78,8.57,AU,1655120461
260,aguai,43.9,-22.0594,-46.9786,48,100,3.22,BR,1655120462
261,maldonado,34.99,-34.6667,-54.9167,72,10,3.44,UY,1655120463
262,arraial do cabo,66.06,-22.9661,-42.0278,68,20,18.41,BR,1655120463
263,ramotswa,69.42,-24.8716,25.8699,26,0,7.25,BW,1655120464
264,hermanus,57.79,-34.4187,19.2345,88,100,13.18,ZA,1655120465
265,cape town,58.26,-33.9258,18.4232,92,100,17.27,ZA,1655120301
266,hithadhoo,84.0,-0.6,73.0833,69,34,4.56,MV,1655120466
267,port elizabeth,73.31,-33.918,25.5701,67,0,3.44,ZA,1655120467
268,carnarvon,68.43,-24.8667,113.6333,56,0,13.67,AU,1655120468
269,punta arenas,42.91,-53.15,-70.9167,93,40,11.5,CL,1655120468
270,murray bridge,51.12,-35.1167,139.2667,73,84,7.81,AU,1655120469
271,mahebourg,77.29,-20.4081,57.7,65,40,14.97,MU,1655120470
272,olinda,80.33,-8.0089,-34.8553,83,20,1.14,BR,1655119737
273,port alfred,82.18,-33.5906,26.891,28,100,7.0,ZA,1655120471
274,padang,80.65,-0.9492,100.3543,86,93,1.97,ID,1655120472
275,vaini,77.16,-21.2,-175.2,94,40,4.61,TO,1655120474
276,wanganui,55.6,-39.9333,175.05,75,78,11.99,NZ,1655120475
277,chuy,48.27,-33.6971,-53.4616,87,14,3.09,UY,1655120475
278,alofi,71.49,-19.0595,-169.9187,94,75,2.3,NU,1655120476
279,yulara,58.68,-25.2406,130.9889,35,0,3.02,AU,1655120477
280,souillac,77.38,-20.5167,57.5167,65,40,14.97,MU,1655120000
281,coquimbo,47.93,-29.9533,-71.3436,93,100,8.05,CL,1655120479
282,alyangula,69.89,-13.8483,136.4192,78,61,10.25,AU,1655120479
283,sechura,63.09,-5.5569,-80.8222,82,90,8.23,PE,1655120480
284,kaitangata,43.16,-46.2817,169.8464,76,77,18.16,NZ,1655120481
285,antofagasta,54.68,-23.65,-70.4,71,38,3.94,CL,1655120352
286,richards bay,78.28,-28.783,32.0377,32,2,6.93,ZA,1655120483
287,puerto madryn,55.11,-42.7692,-65.0385,26,100,13.0,AR,1655120483
288,avarua,75.25,-21.2078,-159.775,73,75,5.75,CK,1655120356
289,bambous virieux,77.25,-20.3428,57.7575,65,40,14.97,MU,1655120485
290,new norfolk,45.9,-42.7826,147.0587,85,22,3.36,AU,1655120485
291,tuatapere,43.5,-46.1333,167.6833,88,95,14.0,NZ,1655120486
